HoV,TZ_Flow,MIXP,AMBP,AMBT,R610_HS1,R611_HS1,R612_HS1,R613_HS1,R600_HD
ASD107,886.3868,2594.414,101618.12,298.991381,131,136,120,120,149
ASD108,886.071125,2598.0165,101618.39,299.759644,131,136,120,120,149
ASD109,887.149375,2524.2765,101545.856,298.26568,131,136,120,120,149
ASD110,886.115,2478.1109,101636.12,297.554089,131,136,120,120,149
ASD111,887.4037875,2601.2003,101676.404,298.560063,131,136,120,120,149
ASD112,886.382125,2648.4589,101612.76,298.725438,131,136,120,120,149
ASD113,887.928,2646.1292,101533.83,299.126688,131,136,120,120,149
ASD114,886.496375,2575.545,101488.403,297.825253,131,136,120,120,149
ASD115,887.03375,2576.4835,101615.83,298.398928,131,136,120,120,149
ASD116,884.9464375,2548.7257,101509.16,299.092287,131,136,120,120,149
ASD117,886.7617,2622.1256,101627.98,296.802445,131,136,120,120,149
ASD118,886.38025,2666.615,101588.666,298.081992,131,136,120,120,149
ASD119,886.266875,2560.7435,101606.74,298.603714,131,136,120,120,149
ASD120,886.818125,2489.6265,101603.296,297.910977,131,136,120,120,149
ASD121,886.099125,2509.568,101621.63,299.943753,131,136,120,120,149
ASD122,887.185625,2638.1327,101594.58,298.61895,131,136,120,120,149
ASD123,887.0188125,2514.3919,101718.84,299.050242,131,136,120,120,149
ASD124,885.98,2594.7403,101681.7,298.12237,131,136,120,120,149
ASD125,886.497875,2621.2185,101628.656,298.832531,131,136,120,120,149
ASD126,886.820875,2660.1248,101663.95,298.886805,131,136,120,120,149
ASD127,887.336575,2518.3908,101496.18,297.692685,131,136,120,120,149
ASD128,886.32175,2644.0802,101648.32,298.772932,131,136,120,120,149
ASD129,886.4983375,2659.452,101535.657,298.346539,131,136,120,120,149
ASD130,887.526625,2662.103,101437.695,298.926138,131,136,120,120,149
ASD131,887.226125,2656.1329,101628.38,298.804226,131,136,120,120,149
ASD132,887.761125,2684.1465,101583.124,299.017273,131,136,120,120,149
ASD133,885.004125,2632.6982,101651.18,297.948378,131,136,120,120,149
ASD134,885.6861875,2600.7889,101624.817,298.12706,131,136,120,120,149
ASD135,887.16225,2704.5536,101474.695,298.483494,131,136,120,120,149
ASD136,886.7034125,2564.683,101501.89,298.241711,131,136,120,120,149
ASD137,886.288125,2562.4956,101652.3,298.372864,131,136,120,120,149
ASD138,887.209,2595.929,101534.54,298.339537,131,136,120,120,149
ASD139,886.082075,2541.866,101643.85,299.198191,131,136,120,120,149
ASD140,887.425125,2535.5392,101576.39,298.200028,131,136,120,120,149
ASD141,886.7521625,2657.8587,101512.38,298.805914,131,136,120,120,149
ASD142,886.60325,2542.014,101649.524,298.707127,131,136,120,120,149
ASD143,885.77805,2529.595,101455.66,297.383343,131,136,120,120,149
ASD144,884.8075,2645.6512,101511.676,298.206213,131,136,120,120,149
ASD145,886.280375,2623.2353,101596.59,298.418873,131,136,120,120,149
ASD146,887.41525,2545.311,101557.263,298.851717,131,136,120,120,149
ASD147,885.7954375,2585.7767,101591.68,299.370667,131,136,120,120,149
ASD148,885.9932,2677.39,101585.22,298.527039,131,136,120,120,149
ASD149,886.889425,2587.9454,101609.534,297.977337,131,136,120,120,149
ASD150,887.7813,2549.6525,101670.41,298.25331,131,136,120,120,149
ASD151,887.345875,2649.034,101527.6,298.296713,131,136,120,120,149
ASD152,886.0650625,2666.5901,101470.874,299.17811,131,136,120,120,149
ASD153,887.8838375,2595.0333,101535.803,298.551636,131,136,120,120,149
ASD154,886.9418375,2565.1096,101596.185,298.9111,131,136,120,120,149
ASD155,887.5825,2669.1511,101601.917,298.694733,131,136,120,120,149
ASD156,886.281125,2662.5042,101505.07,298.961636,131,136,120,120,149
ASD157,886.70325,2497.1216,101524.51,298.717312,131,136,120,120,149
ASD158,887.89245,2612.6968,101526.166,297.813197,131,136,120,120,149
ASD159,886.26025,2681.7234,101557.056,297.959547,131,136,120,120,149
ASD160,886.560125,2691.0025,101554.724,298.347117,131,136,120,120,149
ASD161,888.8609375,2541.3385,101646.79,298.727154,131,136,120,120,149
ASD162,886.5367875,2625.4019,101602.313,297.732747,131,136,120,120,149
ASD163,886.341325,2664.8233,101620.105,298.151717,131,136,120,120,149
ASD164,886.2895,2565.5022,101547.52,298.049181,131,136,120,120,149
ASD165,888.47175,2627.3499,101475.42,298.075232,131,136,120,120,149
ASD166,887.558125,2634.247,101622.88,298.904578,131,136,120,120,149
ASD167,886.7472125,2611.2844,101615.1,298.493359,131,136,120,120,149
ASD168,887.1817,2649.7997,101568.81,299.73704,131,136,120,120,149
ASD169,888.095,2601.3834,101477.99,299.778855,131,136,120,120,149
ASD170,887.3703,2581.1447,101449.42,298.42301,131,136,120,120,149
ASD171,888.4143125,2507.877,101615.735,297.505343,131,136,120,120,149
ASD172,885.5185,2661.0037,101553.83,299.473114,131,136,120,120,149
ASD173,886.7915,2562.0054,101510.17,297.75146,131,136,120,120,149
ASD174,887.28325,2606.2426,101673.98,297.965954,131,136,120,120,149
ASD175,885.976175,2619.2171,101605.115,298.79472,131,136,120,120,149
ASD176,886.700625,2466.5224,101514.6,296.976145,131,136,120,120,149
ASD177,886.8067875,2632.389,101553.125,298.664498,131,136,120,120,149
ASD178,886.288,2529.6133,101537.94,298.952023,131,136,120,120,149
ASD179,886.68655,2621.9366,101591.39,298.937947,131,136,120,120,149
ASD180,886.8875,2654.9892,101591.785,297.814534,131,136,120,120,149
ASD181,884.963375,2546.9378,101508.05,298.742598,131,136,120,120,149
ASD182,886.593175,2535.696,101594.104,298.15219,131,136,120,120,149
ASD183,886.51055,2499.1745,101569.48,298.41393,131,136,120,120,149
ASD184,886.6454375,2676.8757,101508.21,299.311587,131,136,120,120,149
ASD185,886.276125,2684.1934,101548.34,299.173355,131,136,120,120,149
ASD186,888.1975,2559.21,101578.815,297.709536,131,136,120,120,149
ASD187,887.0863375,2755.1867,101528.88,298.813702,131,136,120,120,149
ASD188,886.19975,2549.5558,101515.09,298.17863,131,136,120,120,149
ASD189,887.45275,2563.3038,101480.115,298.498028,131,136,120,120,149
ASD190,886.654125,2649.9409,101618.2,298.114739,131,136,120,120,149
ASD191,885.8873,2653.3766,101692.3,298.567751,131,136,120,120,149
ASD192,886.31325,2581.2548,101522.5,298.107813,131,136,120,120,149
ASD193,887.44925,2704.8382,101554.84,298.857102,131,136,120,120,149
ASD194,886.18575,2632.6073,101585.394,297.96591,131,136,120,120,149
ASD195,887.314,2544.671,101516.9,298.818343,131,136,120,120,149
ASD196,886.26145,2614.2756,101463.79,298.449397,131,136,120,120,149
ASD197,887.502,2524.4293,101684.32,298.838835,131,136,120,120,149
ASD198,887.632625,2590.8184,101723.81,298.6122,131,136,120,120,149
ASD199,887.745875,2614.0991,101536.38,298.352768,131,136,120,120,149
ASD200,887.761875,2651.769,101492.83,298.779335,131,136,120,120,149
ASD201,886.370925,2508.7473,101554.944,297.990181,131,136,120,120,149
ASD202,886.72875,2637.6146,101649.92,298.159699,131,136,120,120,149
ASD203,886.636375,2632.8444,101569.85,298.160315,131,136,120,120,149
ASD204,887.6902,2680.2238,101562.225,298.066,131,136,120,120,149
ASD205,885.210875,2504.23,101646.454,298.51989,131,136,120,120,149
ASD206,886.13975,2680.4968,101545.807,298.410191,131,136,120,120,149
ASD207,887.465,2471.9788,101608.777,299.060332,131,136,120,120,149
ASD208,887.79975,2611.3985,101617.114,299.526114,131,136,120,120,149
ASD209,887.3295,2611.3825,101533.8,299.733563,131,136,120,120,149
ASD210,886.5340375,2545.1153,101597.95,299.17315,131,136,120,120,149
ASD211,885.976,2655.8056,101643.03,297.86966,131,136,120,120,149
ASD212,886.207125,2697.7793,101485.05,298.86797,131,136,120,120,149
ASD213,927.46225,2584.3727,102199.976,297.521185,131,136,114,120,152
ASD214,925.58575,2669.5435,102088.7,297.133702,131,136,114,120,152
ASD215,927.371,2496.386,102140.17,297.059986,131,136,114,120,152
ASD216,924.8217,2557.2855,102150.33,297.801941,131,136,114,120,152
ASD217,927.013325,2533.309,102116.96,296.631318,131,136,114,120,152
ASD218,925.9905,2712.3873,102105.774,296.942828,131,136,114,120,152
ASD219,926.928875,2651.3428,102118.28,296.030852,131,136,114,120,152
ASD220,925.4393,2618.269,102146.35,297.295212,131,136,114,120,152
ASD221,925.416125,2651.591,102131.464,297.348305,131,136,114,120,152
ASD222,926.522875,2586.7186,102125.885,296.918642,131,136,114,120,152
ASD223,925.909625,2556.393,102157.245,296.955128,131,136,114,120,152
ASD224,926.533125,2594.3514,102065.32,298.546177,131,136,114,120,152
ASD225,925.2575,2675.2934,102163.82,296.930005,131,136,114,120,152
ASD226,925.422875,2720.9124,102048.42,297.646706,131,136,114,120,152
ASD227,925.5645,2702.2358,102204.49,297.146637,131,136,114,120,152
ASD228,925.886075,2660.941,102288.214,296.648783,131,136,114,120,152
ASD229,926.1975875,2692.9035,102068.79,297.63314,131,136,114,120,152
ASD230,927.28375,2609.4913,102140.6,296.010172,131,136,114,120,152
ASD231,926.478425,2622.3053,102118.83,296.713934,131,136,114,120,152
ASD232,926.426925,2602.3552,102141.87,295.624167,131,136,114,120,152
ASD233,926.3256875,2699.637,102077.136,296.355507,131,136,114,120,152
ASD234,926.8081625,2580.8094,102107.104,295.543772,131,136,114,120,152
ASD235,925.3585,2729.2925,102091.394,297.123492,131,136,114,120,152
ASD236,926.105375,2655.91,102197.92,297.563383,131,136,114,120,152
ASD237,926.565625,2546.6763,102167.28,296.934119,131,136,114,120,152
ASD238,927.7529125,2654.9055,102102.325,297.494715,131,136,114,120,152
ASD239,925.986325,2561.0638,102128.925,297.31323,131,136,114,120,152
ASD240,925.8939375,2658.323,102016.455,297.963206,131,136,114,120,152
ASD241,926.850625,2582.3956,102151.855,296.635302,131,136,114,120,152
ASD242,926.380925,2621.2576,102159.344,297.379273,131,136,114,120,152
ASD243,925.32975,2561.4939,102057.12,296.164378,131,136,114,120,152
ASD244,926.367875,2693.8066,102070.39,297.131852,131,136,114,120,152
ASD245,925.6805,2568.2009,102273.224,297.85985,131,136,114,120,152
ASD246,925.479,2490.1756,102119.275,297.601149,131,136,114,120,152
ASD247,926.186,2700.2974,102084.125,296.681591,131,136,114,120,152
ASD248,926.0385,2718.039,102167.96,297.007313,131,136,114,120,152
ASD249,927.387125,2607.3114,102100.43,298.776713,131,136,114,120,152
ASD250,926.858375,2639.0867,102045.404,297.861622,131,136,114,120,152
ASD251,924.3185375,2600.5365,102088.544,296.620465,131,136,114,120,152
ASD252,926.2975,2596.9475,102150.16,296.868817,131,136,114,120,152
ASD253,926.78245,2594.36,102141.19,296.696885,131,136,114,120,152
ASD254,926.11625,2645.337,102139.58,296.958168,131,136,114,120,152
ASD255,925.787875,2664.0942,102087.15,298.672852,131,136,114,120,152
ASD256,926.52245,2684.0221,102128.12,296.823075,131,136,114,120,152
ASD257,925.207675,2546.0384,102157.78,297.128407,131,136,114,120,152
ASD258,925.9659625,2588.0697,102085.47,297.266335,131,136,114,120,152
ASD259,926.37955,2658.166,102124.5,297.179282,131,136,114,120,152
ASD260,925.817,2684.4078,102116.21,296.880522,131,136,114,120,152
ASD261,926.376425,2605.999,101978.22,297.41278,131,136,114,120,152
ASD262,926.4999375,2633.5413,102078.19,297.915217,131,136,114,120,152
ASD263,915.04975,2686.6623,103168.74,295.115706,131,136,120,120,154
ASD264,914.67225,2482.7261,103180,295.208598,131,136,120,120,154
ASD265,914.566375,2621.3816,103269.51,294.196362,131,136,120,120,154
ASD266,914.95325,2569.8671,103176.53,294.44916,131,136,120,120,154
ASD267,914.7267875,2560.406,103105.21,295.245802,131,136,120,120,154
ASD268,914.9153125,2581.7816,103280.65,294.366915,131,136,120,120,154
ASD269,914.5423125,2655.4138,103179.47,294.691151,131,136,120,120,154
ASD270,915.607625,2522.1645,103158.89,295.003075,131,136,120,120,154
ASD271,916.251375,2526.3542,103219.12,295.596722,131,136,120,120,154
ASD272,915.70875,2679.0218,103179.09,295.742936,131,136,120,120,154
ASD273,913.394875,2665.5394,103199.17,295.125964,131,136,120,120,154
ASD274,914.5143125,2634.1637,103267.03,295.32518,131,136,120,120,154
ASD275,914.571,2579.9812,103222.1,295.119023,131,136,120,120,154
ASD276,914.582,2585.1053,103300.27,295.18326,131,136,120,120,154
ASD277,914.196875,2581.2777,103203.82,295.32598,131,136,120,120,154
ASD278,915.7505,2623.7705,103176.22,295.034287,131,136,120,120,154
ASD279,914.79725,2562.7491,103196.52,295.14222,131,136,120,120,154
ASD280,915.1385,2629.7134,103131.62,295.173493,131,136,120,120,154
ASD281,916.3350625,2488.1905,103181.77,295.596781,131,136,120,120,154
ASD282,913.6929375,2536.0195,103333.41,295.346447,131,136,120,120,154
ASD283,915.268875,2604.8874,103306.85,294.60692,131,136,120,120,154
ASD284,913.2952125,2735.2468,103173.75,295.083527,131,136,120,120,154
ASD285,915.1855,2561.016,103193.41,296.396555,131,136,120,120,154
ASD286,914.851,2544.596,103075.62,295.935778,131,136,120,120,154
ASD287,915.635125,2617.2674,103197.14,293.91332,131,136,120,120,154
ASD288,914.425425,2658.6061,103091.55,294.5656,131,136,120,120,154
ASD289,915.934625,2630.048,103223.07,294.989294,131,136,120,120,154
ASD290,915.1463375,2572.0102,103175.15,295.937115,131,136,120,120,154
ASD291,915.78705,2490.5949,103176.06,295.53063,131,136,120,120,154
ASD292,915.290675,2512.3457,103229.5,295.733893,131,136,120,120,154
ASD293,916.3195,2618.6174,103158.1,295.265782,131,136,120,120,154
ASD294,914.7945375,2552.6455,103189.1,295.24828,131,136,120,120,154
ASD295,914.318625,2559.9962,103162.07,294.628966,131,136,120,120,154
ASD296,916.02025,2501.144,103286.45,294.228259,131,136,120,120,154
ASD297,913.6621875,2635.689,103240.14,295.376465,131,136,120,120,154
ASD298,914.67625,2721.6171,103140.62,294.566096,131,136,120,120,154
ASD299,915.74005,2695.9085,103238.92,294.915131,131,136,120,120,154
ASD300,915.2274375,2627.3027,103061.99,294.720576,131,136,120,120,154
ASD301,915.9429125,2557.7269,103287.29,294.467804,131,136,120,120,154
ASD302,914.670875,2577.1334,103148.69,294.769635,131,136,120,120,154
ASD303,915.627,2596.5271,103180.29,295.03941,131,136,120,120,154
ASD304,915.4267875,2528.9097,103152.1,295.153986,131,136,120,120,154
ASD305,913.6533375,2453.2976,103324.11,295.706831,131,136,120,120,154
ASD306,916.21925,2623.2449,103173.49,294.67723,131,136,120,120,154
ASD307,915.10575,2636.3327,103229.04,295.680806,131,136,120,120,154
ASD308,914.2474375,2560.876,103174.4,294.237402,131,136,120,120,154
ASD309,915.226625,2575.074,103280,294.988928,131,136,120,120,154
ASD310,915.6475,2531.4096,103245.64,294.393847,131,136,120,120,154
ASD311,915.488,2583.5035,103181.58,294.628893,131,136,120,120,154
ASD312,915.70175,2615.2828,103247.39,295.030772,131,136,120,120,154
ASD313,892.87925,2588.7941,102827.77,295.415726,145,153,130,130,148
ASD314,891.674,2709.4227,102840.8,294.07968,145,153,130,130,148
ASD315,892.3389375,2680.2538,102906.69,294.698996,145,153,130,130,148
ASD316,892.261375,2624.6305,102905.05,294.830714,145,153,130,130,148
ASD317,891.233625,2636.208,102866.22,295.317192,145,153,130,130,148
ASD318,890.16925,2561.1557,102875.96,295.249794,145,153,130,130,148
ASD319,891.766125,2600.8448,102778.04,295.007641,145,153,130,130,148
ASD320,892.723925,2524.2113,102824.52,295.569981,145,153,130,130,148
ASD321,890.4034375,2632.576,102824.83,295.809794,145,153,130,130,148
ASD322,891.531675,2569.7123,102801.03,295.616343,145,153,130,130,148
ASD323,891.0429375,2470.1109,102961.7,294.661957,145,153,130,130,148
ASD324,893.329375,2637.9534,102823.18,295.713461,145,153,130,130,148
ASD325,892.6955,2706.1562,102823.89,295.172192,145,153,130,130,148
ASD326,893.757325,2598.9975,101280.76,292.550402,131,136,120,120,148
ASD327,893.384125,2602.8929,101396.277,292.492682,131,136,120,120,148
ASD328,893.63425,2568.2123,101255.597,293.395184,131,136,120,120,148
ASD329,894.2075,2560.0922,101262.9,291.839793,131,136,120,120,148
ASD330,893.547375,2577.6306,101388.29,293.6911,131,136,120,120,148
ASD331,892.9396875,2629.8777,101323.5,294.265551,131,136,120,120,148
ASD332,893.6937,2598.9723,101316.486,292.931925,131,136,120,120,148
ASD333,894.189875,2588.1914,101381.52,292.877114,131,136,120,120,148
ASD334,894.07005,2499.3835,101345.42,293.361594,131,136,120,120,148
ASD335,893.7395,2722.5977,101466.23,294.1122,131,136,120,120,148
ASD336,895.486625,2506.5859,101343.7,292.874146,131,136,120,120,148
ASD337,894.1275,2629.7249,101299.817,292.896435,131,136,120,120,148
ASD338,894.4892875,2638.1636,101329.626,293.553072,131,136,120,120,148
ASD339,889.02925,2739.5826,100686.59,294.406155,131,136,120,120,148
ASD340,889.15405,2731.2246,100703.326,294.181874,131,136,120,120,148
ASD341,890.172375,2554.6986,100640.59,294.262545,131,136,120,120,148
ASD342,889.8625,2534.7391,100681.055,293.517163,131,136,120,120,148
ASD343,889.621625,2627.0487,100810.27,294.421627,131,136,120,120,148
ASD344,889.984125,2573.2927,100597.77,294.694731,131,136,120,120,148
ASD345,889.9977125,2575.168,100742.72,293.08975,131,136,120,120,148
ASD346,889.92975,2566.709,100572.35,294.139107,131,136,120,120,148
ASD347,890.3147875,2589.4543,100632.55,294.323977,131,136,120,120,148
ASD348,890.435625,2720.1948,100630.33,295.231331,131,136,120,120,148
ASD349,888.866375,2534.3111,100521.58,294.47973,131,136,120,120,148
ASD350,890.92125,2626.6033,100651.34,294.321267,131,136,120,120,148
ASD351,890.899,2592.2403,100681.16,294.54744,131,136,120,120,148
ASD352,928.1983125,2602.2413,100403.82,294.991064,131,140,120,125,153
ASD353,929.087875,2604.5187,100443.085,295.601773,131,140,120,125,153
ASD354,927.7574125,2620.8487,100258.26,294.8066,131,140,120,125,153
ASD355,927.482375,2613.4827,100211.83,295.010334,131,140,120,125,153
ASD356,928.346875,2658.5266,100371.02,294.350571,131,140,120,125,153
ASD357,926.8563125,2538.8708,100386.89,294.728783,131,140,120,125,153
ASD358,929.890675,2655.2834,100324.854,294.500166,131,140,120,125,153
ASD359,928.67075,2620.463,100349.54,295.387255,131,140,120,125,153
ASD360,928.0299375,2584.2169,100435.3,294.68214,131,140,120,125,153
ASD361,928.770875,2580.2767,100450.055,295.139943,131,140,120,125,153
ASD362,928.274,2676.226,100400.116,294.652806,131,140,120,125,153
ASD363,929.6793375,2653.8715,100411.914,295.565503,131,140,120,125,153
ASD364,928.909875,2616.4513,100455.414,295.743094,131,140,120,125,153
ASD365,927.3963125,2635.9524,100221.25,295.188612,131,140,120,125,153
ASD366,927.647175,2578.6993,100362.41,295.862296,131,140,120,125,153
ASD367,927.782675,2674.8,100381.4,294.623917,131,140,120,125,153
ASD368,929.406875,2562.6312,100326.53,294.862297,131,140,120,125,153
ASD369,929.1838125,2630.7032,100386.71,295.077603,131,140,120,125,153
ASD370,927.536625,2621.7562,100396.08,295.532866,131,140,120,125,153
ASD371,927.98075,2569.2396,100363.72,295.221815,131,140,120,125,153
ASD372,928.734625,2632.0995,100246.1,295.936991,131,140,120,125,153
ASD373,928.77205,2496.075,100379.36,296.511118,131,140,120,125,153
ASD374,926.7623125,2616.0091,100347.656,295.23535,131,140,120,125,153
ASD375,927.38875,2580.9034,100349.36,296.02954,131,140,120,125,153
ASD376,929.05775,2651.3702,100296.93,295.76163,131,140,120,125,153
ASD377,928.63925,2607.0858,100353.296,296.042128,131,140,120,125,153
ASD378,928.432875,2637.004,100415.06,294.728133,131,140,120,125,153
ASD379,928.3101625,2499.176,100355.566,295.319264,131,140,120,125,153
ASD380,926.890625,2592.037,100381.91,295.918873,131,140,120,125,153
ASD381,927.3338375,2587.3661,100365.393,295.310946,131,140,120,125,153
ASD382,928.07045,2615.4108,100257.166,295.504765,131,140,120,125,153
ASD383,928.1797,2697.8476,100297.235,295.489727,131,140,120,125,153
ASD384,928.208375,2520.6718,100266.8,295.558155,131,140,120,125,153
ASD385,928.67355,2566.9037,100316.907,296.066191,131,140,120,125,153
